2025-06-06 20:53:23 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 4280
2025-06-06 20:53:23 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2025-06-06 20:53:23 0 [Note] InnoDB: Uses event mutexes
2025-06-06 20:53:23 0 [Note] InnoDB: Compressed tables use zlib 1.3
2025-06-06 20:53:23 0 [Note] InnoDB: Number of pools: 1
2025-06-06 20:53:23 0 [Note] InnoDB: Using SSE2 crc32 instructions
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 1761600 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 1185765 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 1185765 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 1185820 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 1185820 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 1185859 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 1185859 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 1761678 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 1761678 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 1190822 is in the future! Current system log sequence number 300306.
2025-06-06 20:53:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
